question,answer,type,difficulty,link
Écrit parfaitement le nom de ce joueur,Tanguy Ndombélé,spelling,easy,/src/src/image/spelling/tanguy-ndombele.png
Écrit parfaitement le nom de ce joueur,Joachim Andersen,spelling,easy,/src/src/image/spelling/joachim-anderen.png
Écrit parfaitement le nom de ce joueur,Nicolò Zaniolo,spelling,easy,/src/src/image/spelling/nicolo-zaniolo.png
Écrit parfaitement le nom de ce joueur,Marcel Sabitzer,spelling,easy,/src/src/image/spelling/marcel-sabitzer.png
Écrit parfaitement le nom de ce joueur,Lautaro Martínez,spelling,easy,/src/src/image/spelling/lautaro-martinez.png
Écrit parfaitement le nom de ce joueur,Breel Embolo,spelling,easy,/src/src/image/spelling/breel-embolo.png
Écrit parfaitement le nom de ce joueur,Serge Gnabry,spelling,easy,/src/src/image/spelling/serge-gnabry.png
Écrit parfaitement le nom de ce joueur,Raphaël Guerreiro ,spelling,easy,/src/src/image/spelling/raphael-guerreiro.png
Écrit parfaitement le nom de ce joueur,Oleksandr Zinchenko,spelling,medium,/src/src/image/spelling/oleksandr-zinchenko.png
Écrit parfaitement le nom de ce joueur,Andriy Shevchenko,spelling,medium,/src/src/image/spelling/andriy-shevchenko.png
Écrit parfaitement le nom de ce joueur,Arnaud Kalimuendo,spelling,medium,/src/src/image/spelling/arnaud-kalimuendo.png
Écrit parfaitement le nom de ce joueur,Pierre-Emerick Aubameyang,spelling,medium,/src/src/image/spelling/pierre-emerick-aubameyang.png
Écrit parfaitement le nom de ce joueur,João Palhinha ,spelling,medium,/src/src/image/spelling/joao-palhinha.png
Écrit parfaitement le nom de ce joueur,Yussuf Poulsen ,spelling,medium,/src/src/image/spelling/yussuf-poulsen.png
Écrit parfaitement le nom de ce joueur,Martin Ødegaard,spelling,medium,/src/src/image/spelling/martin-odegaard.png
Écrit parfaitement le nom de ce joueur,Robert Lewandowski,spelling,medium,/src/src/image/spelling/robert-lewandowski.png
Écrit parfaitement le nom de ce joueur,Gianluigi Donnarumma,spelling,medium,/src/src/image/spelling/gianluigi-donnarumma.png
Écrit parfaitement le nom de ce joueur,Victor Osimhen,spelling,medium,/src/src/image/spelling/victor-osimhen.png
Écrit parfaitement le nom de ce joueur,Piotr Zieliński,spelling,hard,/src/src/image/spelling/piotr-zielinski.png
Écrit parfaitement le nom de ce joueur,Sergej Milinković-Savić ,spelling,hard,/src/src/image/spelling/sergej-milinkovic-savic.png
Écrit parfaitement le nom de ce joueur,Álvaro Odriozola,spelling,hard,/src/src/image/spelling/alvaro-odriozola.png
Écrit parfaitement le nom de ce joueur,Josip Brekalo ,spelling,hard,/src/src/image/spelling/josip-brekalo.png
Écrit parfaitement le nom de ce joueur,Duje Čop,spelling,hard,/src/src/image/spelling/duje-cop.png
Écrit parfaitement le nom de ce joueur,Mykola Shaparenko,spelling,hard,/src/src/image/spelling/mykola-shaparenko.png
Écrit parfaitement le nom de ce joueur,Khvicha Kvaratskhelia,spelling,hard,/src/src/image/spelling/khvicha-kvaratskhelia.png
Écrit parfaitement le nom de ce joueur,Dušan Tadić,spelling,hard,/src/src/image/spelling/dusan-tadic.png
Écrit parfaitement le nom de ce joueur,Krzysztof Piątek,spelling,hard,/src/src/image/spelling/krzysztof-piatek.png
Écrit parfaitement le nom de ce joueur,Wojciech Szczęsny,spelling,hard,/src/src/image/spelling/wojciech-szczesny.png
Qui détient le record du meilleur buteur en une saison ?,Lionel Messi avec 50 buts en Liga (2011-2012),world-record,easy,
Quel joueur a marqué le plus grand nombre de buts en une année civile,Lionel Messi avec 91 buts en 2012,world-record,easy,
Le plus grand nombre de Ballons d'Or remportés  ?,Lionel Messi avec 8 Ballon d'Or,world-record,easy,
Le plus grand nombre de titres de Ligue des champions ,Real Madrid avec 13 titres,world-record,easy,
Le meilleur buteur en équipe de France,Thierry Henry (51 buts),world-record,easy,
Le plus grand nombre de coup francs inscrits,Juninho (77 buts),world-record,easy,
Le pays étant allé le plus de fois en finale de Coupe du monde,Allemagne (8 finales),world-record,easy,
Le triplé le plus rapide ,Sadio Mané (2 minutes avec Southampton),world-record,easy,
Le quintuplé le plus rapide,Robert Lewandowski (9 minutes),world-record,easy,
Le plus grand record d'invincibilité ,"l'AC Milan, avec 58 matchs",world-record,easy,
Le plus grand nombre de buts marqués en Coupe du Monde,Miroslav Klose avec 16 buts,world-record,medium,
Le plus grand nombre de buts en carrière en club,Pelé (1280 buts),world-record,medium,
Le triplé le plus rapide,Sadio Mané (2 minutes avec Southampton),world-record,medium,
Le plus grand nombre de passes décisives en une saison de Premier League,Thierry Henry avec 20 assists (2002-2003),world-record,medium,
Le plus grand nombre de Clean Sheets en Premier League,Petr Čech avec 202 Clean Sheets,world-record,medium,
Le plus grand nombre de titres de Serie A remportés consécutivement, Juventus avec 9 titres ,world-record,medium,
Joueur le plus jeune ayant remporté une Coupe du monde,Pelé (17 ans),world-record,medium,
Joueur le plus rapide ,"Cristiano Ronaldo (38,6 km/h)",world-record,medium,
Le joueur le plus titré,Dani Alves ( 40 trophées),world-record,medium,
Joueur ayant gagné une Coupe du monde en tant que joueur ET entraîneur,"Mario Zagallo,  Franz Bekenbauer et Didier Deschamps",world-record,medium,
Le plus grand nombre de buts marqués en une seule Coupe du Monde,Just Fontaine (13 buts),world-record,hard,
Le plus grand nombre de sélections internationales,Ahmed Hassan d'Égypte avec 184 sélections,world-record,hard,
Le plus grand nombre de buts en carrière en sélections nationales,Ali Daei avec 109 buts pour l'Iran,world-record,hard,
Le plus grand nombre de titres de Ligue des champions ,Real Madrid avec 13 titres,world-record,hard,
Le plus grand nombre de victoires consécutives en championnat national,Celtic FC avec 106 victoires (2016-2017 à 2018-2019),world-record,hard,
Le record de longévité pour un joueur professionnel,Kazu Miura (56 ans),world-record,hard,
Le match ayant rassemblé le plus de supporters de tous les temps,Brésil-Uruguay (173 850 spectateurs),world-record,hard,
Le but le plus lointain ,"Tom King (96,01m avec Newport County)",world-record,hard,
Le carton le plus rapide ,Matt McClure (3 secondes),world-record,hard,
Le plus grand score de l'histoire du football,149 - 0 ( SO de l'Emyrne vs l'AS Adema) ,world-record,hard,
Quel est le classement fifa de l'Argentine ? ,1,fifa-ranking,easy,
Quel est le classement fifa de la France ?,2,fifa-ranking,easy,
Quel est le classement fifa de l'Angleterre ?,3,fifa-ranking,easy,
Quel est le classement fifa de la Belgique ?,4,fifa-ranking,easy,
Quel est le classement fifa du Brésil ?,5,fifa-ranking,easy,
Quel est le classement fifa de Saint-Marin ?,210,fifa-ranking,easy,
Quel est le classement fifa du Portugal?,7,fifa-ranking,easy,
Quel est le classement fifa de l'Espagne ?,8,fifa-ranking,easy,
Quel est le classement fifa de l'Italie ?,9,fifa-ranking,easy,
Quel est le classement fifa de la Croatie ?,10,fifa-ranking,easy,
Quel est le classement fifa du Pays-bas ?,6,fifa-ranking,medium,
Quel est le classement fifa des Etats-Unis ?,13,fifa-ranking,medium,
Quel est le classement fifa de l'Allemagne ?,16,fifa-ranking,medium,
Quel est le classement fifa de la Suisse ?,19,fifa-ranking,medium,
Quel est le classement fifa du Danemark ?,21,fifa-ranking,medium,
Quel est le classement fifa de l'Uruguay ?,11,fifa-ranking,medium,
Quel est le classement fifa du Sénégal ?,17,fifa-ranking,medium,
Quel est le classement fifa de l'Algérie ?,43,fifa-ranking,medium,
Quel est le classement fifa de la Grèce ?,49,fifa-ranking,medium,
Quel est le classement fifa du Cameroun ?,51,fifa-ranking,medium,
Quel est le classement fifa de l'Arabie saoudite ?,53,fifa-ranking,hard,
Quel est le classement fifa du Canada ?,50,fifa-ranking,hard,
Quel est le classement fifa de la Slovaquie ?,48,fifa-ranking,hard,
Quel est le classement fifa de la Suède ?,26,fifa-ranking,hard,
Quel est le classement fifa de la Pologne ?,30,fifa-ranking,hard,
Quel est le classement fifa de la Turquie ?,35,fifa-ranking,hard,
Quel est le classement fifa de la Côte d'Ivoire ?,39,fifa-ranking,hard,
Quel est le classement fifa du Maroc ?,12,fifa-ranking,hard,
Quel est le classement fifa de la Colombie ?,14,fifa-ranking,hard,
Quel est le classement fifa du Japon ?,18,fifa-ranking,hard,
"À qui correspond le surnom ""La Pulga"" ?",Messi,nickname,easy,
"À qui correspond le surnom ""CR7"" ?",Cristiano Ronaldo,nickname,easy,
"À qui correspond le surnom ""Ney"" ?",Neymar,nickname,easy,
"À qui correspond le surnom ""Kyky"" ?",Kylian Mbappé ,nickname,easy,
"À qui correspond le surnom ""Red Devils"" ?",Manchester United,nickname,easy,
"À qui correspond le surnom ""Grizou"" ?",Antoine Griezmann,nickname,easy,
"À qui correspond le surnom ""KDB"" ?",Kevin De Bruyne,nickname,easy,
"À qui correspond le surnom ""Spurs"" ?",Tottenham Hotspur,nickname,easy,
"À qui correspond le surnom ""Super Mario"" ?",Mario Balotelli,nickname,easy,
"À qui correspond le surnom ""Hurricane"" ?",Harry Kane,nickname,easy,
"À qui correspond le surnom "" KB9"" ?",Karim Benzema,nickname,easy,
"À qui correspond le surnom ""Maestro"" ?",Luka Modric,nickname,medium,
"À qui correspond le surnom  ""The Terminator"" ?",Erling Haaland,nickname,medium,
"À qui correspond le surnom ""Kun"" ?",Sergio Aguero,nickname,medium,
"À qui correspond le surnom ""Bruno"" ?",Bruno Fernandes,nickname,medium,
"À qui correspond le surnom ""La Pioche"" ?",Paul Pogba,nickname,medium,
"À qui correspond le surnom "" Los Colchoneros"" ?",Atletico Madrid,nickname,medium,
"À qui correspond le surnom "" Ibra"" ?",Zlatan Ibrahimović,nickname,medium,
"À qui correspond le surnom "" Marqui"" ?",Marquinhos,nickname,medium,
"À qui correspond le surnom "" Gigi"" ?",Gianluigi Buffon,nickname,medium,
"À qui correspond le surnom ""Scarface"" ?",Franck Ribéry ,nickname,medium,
"À qui correspond le surnom ""The Magician"" ?",Thiago Alcantara ,nickname,hard,
"À qui correspond le surnom""Godzilla""  ?",Romelu Lukaku,nickname,hard,
"À qui correspond le surnom ""Mengão "" ?",Flamengo,nickname,hard,
"À qui correspond le surnom ""Die Roten "" ?",Bayern Munich,nickname,hard,
"À qui correspond le surnom ""Rashy"" ?",Marcus Rashford,nickname,hard,
"À qui correspond le surnom ""NG"" ?",N'Golo Kanté,nickname,hard,
"À qui correspond le surnom ""The Welsh Wizard"" ?",Gareth Bale ,nickname,hard,
"À qui correspond le surnom ""The Metronome"" ?",Toni Kroos ,nickname,hard,
"À qui correspond le surnom ""The Giant"" ?",Thibaut Courtois,nickname,hard,
"À qui correspond le surnom ""De Godenzonen "" ?",Ajax,nickname,hard,
Quand la France a gagné sa première Coupe du Monde ?,1998,event,easy,
Quand est la dernière victoire de l'Italie à l'Euro ?,2021,event,easy,
Ou s'est déroulé la coupe du monde 2022 ?,Au Qatar,event,easy,
Qui a gagné la Can 2023 ? ,La Côte d'Ivoire,event,easy,
Combien de ballon d'or a Cristiano Ronaldo ?,5,event,easy,
Combien de ballon d'or a Messi ?,8,event,easy,
Qui est le meilleur buteur en une saison de Premier League ?,Erling haaland,event,easy,
Quelle est la particularité du Trophée des Champions ?,Oppose le champion de France au vainqueur de la Coupe de France,event,easy,
 Quel est le pays qui a remporté le plus de Coupes d'Afrique des nations ?,Égypte,event,easy,
Qui a gagné la Coupe du Monde 2018 ?,La France,event,easy,
Quel est le transfert le plus cher de l'histoire du football ?,222 millions pour Neymar,event,medium,
Quel pays a organisé la toute première Coupe du Monde de football en 1930 ?,Uruguay,event,medium,
 Quel club a remporté le plus de fois le Trophée des Champions ?,Paris Saint-Germain (10),event,medium,
Quelle équipe a remporté l'Euro 2000 ?,La France,event,medium,
Qui a été le meilleur buteur de la Coupe du Monde de football en 2018 ?,Harry Kane,event,medium,
Quel est le club de football le plus ancien au monde ?,,event,medium,
 Quelle équipe a remporté la Ligue des champions de l'UEFA en 2012 ?,Chelsea,event,medium,
Quel joueur a remporté le Soulier d'Or en 2020 ?,Ciro Immobile,event,medium,
Quelle équipe a remporté la Coupe du Monde féminine de la FIFA en 2019 ?,Les États-Unis,event,medium,
Quelle club féminin a gagné le plus de Ligue des Champions ?,Lyon,event,medium,
Qui a été le meilleur gardien de but de la Coupe du Monde de football en 2014 ?,Manuel Neuer,event,hard,
" Qui a marqué le ""but du siècle"" lors de la Coupe du Monde de football en 1986 ?",Diego Maradona,event,hard,
 Quelle est la footballeuse la plus titrée de l'histoire ?,Marta (Brésil),event,hard,
Quel est le transfert féminin le plus cher de l'histoire du football ?,Racheal Kundananji (805 000 euros),event,hard,
"Quel joueur a inventé le ""coup du scorpion"" ?",René Higuita,event,hard,
En quelle année a été créée la CAF ?,1957,event,hard,
Quel est le stade de football le plus ancien du monde ?,"Bramall Lane (Sheffield, Angleterre)",event,hard,
Quelle équipe a remporté le plus de fois la Copa Libertadores ?,Independiente (7),event,hard,
Quel est le club de football le plus ancien au monde ?,"Sheffield FC, fondé en 1857",event,hard,
Quelle équipe a remporté la Copa Libertadores en 2020 ?,Palmeiras,event,hard,
C'est la femme de quelle joueur ?,Georgina Rodríguez (Cristiano Ronaldo),recognize-wife,easy,/src/src/image/wife/georgina-rodriguez.jpeg
C'est la femme de quelle joueur ?, Antonela Roccuzzo (Lionel Messi),recognize-wife,easy,/src/src/image/wife/antonela-roccuzzo.jpeg
C'est la femme de quelle joueur ?,Shakira (Gerard Piqué),recognize-wife,easy,/src/src/image/wife/shakira.webp
C'est la femme de quelle joueur ?,Anna Lewandowska (Robert Lewandowski),recognize-wife,hard,/src/src/image/wife/anna-lewandowska.jpeg
C'est la femme de quelle joueur ?,Bruna Marquezine (Neymar),recognize-wife,hard,/src/src/image/wife/bruna-marquezine.jpeg
C'est la femme de quelle joueur ?,Wanda Nara (Icardi),recognize-wife,hard,/src/src/image/wife/wanda-nara.webp
C'est la femme de quelle joueur ?,Sethanie Taing (Draxler),recognize-wife,hard,/src/src/image/wife/sethanie-taing.webp
C'est la femme de quelle joueur ?,Carol Cabrino (Marquinhos),recognize-wife,hard,/src/src/image/wife/carol-cabrino.webp
C'est la femme de quelle joueur ?,Edurne Garcia (David de Gea),recognize-wife,hard,/src/src/image/wife/edurne-garcia.webp
C'est la femme de quelle joueur ?,Jordan Ozunai (Karim Benzema),recognize-wife,hard,/src/src/image/wife/jordan-ozuna.jpeg
C'est la femme de quelle joueur ?,Victoria Beckham (David Beckham),recognize-wife,hard,/src/src/image/wife/victoria-beckham.jpeg
C'est la femme de quelle joueur ?,Daniela Ospina (James Rodríguez) ,recognize-wife,hard,/src/src/image/wife/daniela-ospina.jpeg
C'est la femme de quelle joueur ?,Pamela Anderson (Adil Rami),recognize-wife,hard,/src/src/image/wife/pamela-anderson.webp
C'est la femme de quelle joueur ?,Maria Zulay Salaues (Paul Pogba),recognize-wife,hard,/src/src/image/wife/maria-salaues.jpeg
C'est la femme de quelle joueur ?,Pilar Rubio (Sergio Ramos),recognize-wife,hard,/src/src/image/wife/pilar-rubio.jpeg
C'est la femme de quelle joueur ?,Marine Lloris (Hugo Lloris),recognize-wife,hard,/src/src/image/wife/marine-lloris.jpeg
C'est la femme de quelle joueur ?,Erika Choperena (Antoine Griezmann),recognize-wife,hard,/src/src/image/wife/erika-choperena.jpeg
C'est la femme de quelle joueur ?,Fanny Neguesha (Balotelli),recognize-wife,hard,/src/src/image/wife/fanny-neguesha.jpeg
C'est la femme de quelle joueur ?,Helena Seger (Zlatan),recognize-wife,hard,/src/src/image/wife/helena-seger.jpeg
C'est la femme de quelle joueur ?,Sara Carbonero (Iker Casillas),recognize-wife,hard,/src/src/image/wife/sara-carbonero.webp
C'est la carrière de quel joueur ? ,Lionel Messi,career-player,easy,/src/src/image/career/messi-career.png
C'est la carrière de quel joueur ? ,Cristiano Ronaldo,career-player,easy,/src/src/image/career/ronaldo-career.png
C'est la carrière de quel joueur ? ,Neymar,career-player,easy,/src/src/image/career/neymar-career.png
C'est la carrière de quel joueur ? ,Mohamed Salah,career-player,easy,/src/src/image/career/salah-career.png
C'est la carrière de quel joueur ? ,Romelu Lukaku,career-player,easy,/src/src/image/career/lukaku-career.png
C'est la carrière de quel joueur ? ,N'Golo Kanté,career-player,easy,/src/src/image/career/kante-career.png
C'est la carrière de quel joueur ? ,Toni Kroos,career-player,easy,/src/src/image/career/kroos-career.png
C'est la carrière de quel joueur ? ,Kingsley Coman,career-player,easy,/src/src/image/career/coman-career.png
C'est la carrière de quel joueur ? ,Achraf Hakimi ,career-player,easy,/src/src/image/career/hakimi-career.png
C'est la carrière de quel joueur ? ,João Félix,career-player,easy,/src/src/image/career/felix-career.png
C'est la carrière de quel joueur ? ,Erling Haaland,career-player,easy,/src/src/image/career/haaland-career.png
C'est la carrière de quel joueur ? ,Nuno Mendes,career-player,easy,/src/src/image/career/mendes-career.png
C'est la carrière de quel joueur ? ,Jude Bellingham,career-player,easy,/src/src/image/career/bellingham-career.png
C'est la carrière de quel joueur ? ,Milan Škriniar,career-player,easy,/src/src/image/career/skriniar-career.png
C'est la carrière de quel joueur ? ,Zinedine Zidane,career-player,easy,/src/src/image/career/zidane-career.png
C'est la carrière de quel joueur ? ,Kevin De Bruyne,career-player,medium,/src/src/image/career/debruyne-career.png
C'est la carrière de quel joueur ? ,Bruno Fernandes,career-player,medium,/src/src/image/career/fernandes-career.png
C'est la carrière de quel joueur ? ,Bruno Guimarães,career-player,medium,/src/src/image/career/guimaraes-career.png
C'est la carrière de quel joueur ? ,João Cancelo,career-player,medium,/src/src/image/career/cancelo-career.png
C'est la carrière de quel joueur ? ,Ruben Dias,career-player,medium,/src/src/image/career/dias-career.png
C'est la carrière de quel joueur ? ,Alphonso Davies ,career-player,medium,/src/src/image/career/davies-career.png
C'est la carrière de quel joueur ? ,Renato Sanches,career-player,medium,/src/src/image/career/sanches-career.png
C'est la carrière de quel joueur ? ,Dayot Upamecano ,career-player,medium,/src/src/image/career/upamecano-career.png
C'est la carrière de quel joueur ? ,Timo Werner,career-player,medium,/src/src/image/career/werner-career.png
C'est la carrière de quel joueur ? ,Bernardo Silva,career-player,medium,/src/src/image/career/silva-career.png
C'est la carrière de quel joueur ? ,Victor Osimhen,career-player,medium,/src/src/image/career/osimhen-career.png
C'est la carrière de quel joueur ? ,Anthony Martial,career-player,medium,/src/src/image/career/martial-career.png
C'est la carrière de quel joueur ? ,Danilo Pereira,career-player,medium,/src/src/image/career/danilo-career.png
C'est la carrière de quel joueur ? ,Robin van Persie,career-player,medium,/src/src/image/career/van-persie-career.png
C'est la carrière de quel joueur ? ,Wayne Rooney,career-player,medium,/src/src/image/career/rooney-career.png
C'est la carrière de quel joueur ? ,Pedro Neto,career-player,hard,/src/src/image/career/neto-career.png
C'est la carrière de quel joueur ? ,Leon Goretzka,career-player,hard,/src/src/image/career/goretzka-career.png
C'est la carrière de quel joueur ? ,Virgil van Dijk,career-player,hard,/src/src/image/career/van-dijk-career.png
C'est la carrière de quel joueur ? ,Youri Tielemans,career-player,hard,/src/src/image/career/tielemans-career.png
C'est la carrière de quel joueur ? ,Weston McKennie,career-player,hard,/src/src/image/career/mckennie-career.png
C'est la carrière de quel joueur ? ,Ollie Watkins,career-player,hard,/src/src/image/career/watkins-career.png
C'est la carrière de quel joueur ? ,Sergiño Dest,career-player,hard,/src/src/image/career/dest-career.png
C'est la carrière de quel joueur ? ,Youssef En-Nesyri,career-player,hard,/src/src/image/career/en-nesyri-career.png
C'est la carrière de quel joueur ? ,Serge Gnabry,career-player,hard,/src/src/image/career/gnabry-career.png
C'est la carrière de quel joueur ? ,Robert Pires,career-player,hard,/src/src/image/career/pires-career.png
C'est la carrière de quel joueur ? ,Andrea Pirlo,career-player,hard,/src/src/image/career/pirlo-career.png
C'est la carrière de quel joueur ? ,Ilaix Moriba,career-player,hard,/src/src/image/career/moriba-career.png
C'est la carrière de quel joueur ? ,Diogo Jota,career-player,hard,/src/src/image/career/jota-career.png
C'est la carrière de quel joueur ? ,Sacha Boey,career-player,hard,/src/src/image/career/boey-career.png
 À quelle minute ce but a-t-il été marqué ?,"Diego Maradona - ""Le but du siècle"" (1986) - Minute : 55'",minutes,hard,/src/src/video/minutes/but-du-siecle.mp4
 À quelle minute ce but a-t-il été marqué ?,109e Minutes (Eder),minutes,hard,/src/src/video/minutes/portugal.mp4
 À quelle minute ce but a-t-il été marqué ?,81e Minutes (Mbappe),minutes,hard,/src/src/video/minutes/france-argentine.mp4
 À quelle minute ce but a-t-il été marqué ?,64e Minutes (Ronaldo),minutes,hard,/src/src/video/minutes/ronaldo-reprise.mp4
 À quelle minute ce but a-t-il été marqué ?,93e Minutes (Cavani),minutes,hard,/src/src/video/minutes/but-cavani.mp4
 À quelle minute ce but a-t-il été marqué ?,64e Minutes (Bale),minutes,hard,/src/src/video/minutes/bale.mp4
 À quelle minute ce but a-t-il été marqué ?,87e Minutes (Ozil),minutes,hard,/src/src/video/minutes/ozil.mp4
 À quelle minute ce but a-t-il été marqué ?,80e Minutes (Messi),minutes,hard,/src/src/video/minutes/messi.mp4
 À quelle minute ce but a-t-il été marqué ?,45e Minutes (Ronaldo),minutes,hard,/src/src/video/minutes/ronaldo-tete.mp4
 À quelle minute ce but a-t-il été marqué ?,69e Minutes (Giroud),minutes,hard,/src/src/video/minutes/giroud.mp4
 À quelle minute ce but a-t-il été marqué ?,60e Minutes (Lewandowski),minutes,hard,/src/src/video/minutes/lewandowski.mp4
 À quelle minute ce but a-t-il été marqué ?,57e Minutes (Pavard),minutes,hard,/src/src/video/minutes/pavard.mp4
 À quelle minute ce but a-t-il été marqué ?,59e Minutes (Coman),minutes,hard,/src/src/video/minutes/coman.mp4
 À quelle minute ce but a-t-il été marqué ?,94e Minutes (Aguero),minutes,hard,/src/src/video/minutes/aguero.mp4
 À quelle minute ce but a-t-il été marqué ?,57e Minutes (Leao),minutes,hard,/src/src/video/minutes/leao.mp4
Trouve l'équipe ,Paris-Saint-Germains,composition,easy,/src/src/image/composition/paris-saint-germains.png
Trouve l'équipe ,Real Madrid,composition,easy,/src/src/image/composition/real-madrid.png
Trouve l'équipe ,Barcelonne,composition,easy,/src/src/image/composition/paris-saint-germains.png
Trouve l'équipe ,Manchester City,composition,easy,/src/src/image/composition/barcelone.png
Trouve l'équipe ,Liverpool,composition,easy,/src/src/image/composition/manchester-city.png
Trouve l'équipe ,Manchester United,composition,easy,/src/src/image/composition/liverpool.png
Trouve l'équipe ,Juventus,composition,easy,/src/src/image/composition/manchester-united.png
Trouve l'équipe ,Inter Milan,composition,easy,/src/src/image/composition/juventus.png
Trouve l'équipe ,Ac Milan,composition,easy,/src/src/image/composition/inter-milan.png
Trouve l'équipe ,Arsenal,composition,easy,/src/src/image/composition/ac-milan.png
Trouve l'équipe ,Chelsea,composition,medium,/src/src/image/composition/arsenal.png
Trouve l'équipe ,Inter Miami,composition,medium,/src/src/image/composition/chelsea.png
Trouve l'équipe ,Naples,composition,medium,/src/src/image/composition/inter-miami.png
Trouve l'équipe ,Aston Villa,composition,medium,/src/src/image/composition/aston-villa.png
Trouve l'équipe ,Galatasaray,composition,medium,/src/src/image/composition/galatasaray.png
Trouve l'équipe ,Lyon,composition,medium,/src/src/image/composition/lyon.png
